( B07___11_1CorinthiansESSWYIN1DA_00001 "Iwernga neqamikiteggu Atanghem uspeqellgha, yugenkuk aghnaankuk aklukutngaak." ) ** BAD AUDIO **
( B07___11_1CorinthiansESSWYIN1DA_00002 "Enkaam whangamtun piiqitek, katam whanga maligtellemtun Christ-a." )
( B07___11_1CorinthiansESSWYIN1DA_00003 "Usuqamsi neqamikegkefsinga, atuqegkesillu apeghtuusanka." )
( B07___11_1CorinthiansESSWYIN1DA_00004 "Iwernga liigikesugamsi Christ-a naasquutinguuq tamaghhaanun yugnun, yuguuqlu naasquutilghii nuliighmineng." )
( B07___11_1CorinthiansESSWYIN1DA_00005 "Nasqughiitighluni yuuk yughaqumi nalighmeng ungipaqumi Kiyaghneghem ungipaaneng yughaghvigmi, quulvaghyaghqaqenghitaa naasquutilghi." )
( B07___11_1CorinthiansESSWYIN1DA_00006 "Enkaam aghnaq nasqughiitighpenani yughaqumi nalighmeng ungipaqumi Kiyaghneghem ungipaaneng, quulvaghyaghqaqenghitaa naasquutilghii." )
( B07___11_1CorinthiansESSWYIN1DA_00007 "Tawaten pikumi qigughwaaqastun meqesluni ayuqellequq." )
( B07___11_1CorinthiansESSWYIN1DA_00008 "Aghnaq nasqughiitighyunghilkumi, kepughli nuyiighulluni." )
( B07___11_1CorinthiansESSWYIN1DA_00009 "Iwernga aghnani kayngunalghiinguuq qigulleqlu nuyiighullunillu kepulleq, enkaam nasqughiitighngali." )
( B07___11_1CorinthiansESSWYIN1DA_00010 "Yuuk nasqughiitighyaghqaanghituq maniguuskumi qayughllak Kiyaghneghem nangaghneghatun ulimaaghuuq, Kiyaghneghem aangellgha esghiisqelluku." )
( B07___11_1CorinthiansESSWYIN1DA_00011 "Iwernga aghnaq ulimaaghuq yugem aangellgha esghiisqelluku." )
( B07___11_1CorinthiansESSWYIN1DA_00012 "Liisimakegkesi yuuk aghnameng ulimaaghunghilnguq, iwernga aghnaq yugmeng ulimaaghulghii." )
( B07___11_1CorinthiansESSWYIN1DA_00013 "Yuuk ulimaaghunghituqlu aghnamun iwernga aghnaq ulimaaghuuq yugmun." )
( B07___11_1CorinthiansESSWYIN1DA_00014 "Taana apalluqluku aghnaq nasqughiitighyaghqaaguq, enkaam yaqulget liigiklitgu yuuk aghnamun naasquutingutanga." )
