( B06___11_Romans______ESSWYIN1DA_00001 "Enkaam aaptamsi, “Kiyaghneghaam Israel-eghmiit yuksugnanightakii?” Yeghlegillu!" )
( B06___11_Romans______ESSWYIN1DA_00002 "Whanga katam Israel-eghmiinguunga, Abraham-em kingungha, Benjamin-em ramkenganeng pinguunga." )
( B06___11_Romans______ESSWYIN1DA_00003 "Kiyaghneghem yuksugnanillghitii yuni qayughllak nakmikegkaqii salin nunangllallghilluni." )
( B06___11_Romans______ESSWYIN1DA_00004 "Liisimakenghistegguu Akuzitni Igaqegkani Elijah-m qikeghqutkegkaqegkangi Kiyaghneghmun Israel-eghmiit?" )
( B06___11_Romans______ESSWYIN1DA_00005 "Whaten pikaalghii, “Ataneq, tuququqaqiit uuknaliqisteten, ulleghquqaqiit aghqefigten;" )
( B06___11_Romans______ESSWYIN1DA_00006 "whanganginaghhaagunga siipneq, tuqunnaqutkaqaatngallu.” Iwernga Kiyaghneghem pikaqaa, “Paninang 7,000-meng yulguunga maniguusigalnguut kiyaghnengllaqamun Baal-mun.” Maatenllu tawatetut." )
( B06___11_Romans______ESSWYIN1DA_00007 "Siipnelguuq Kiyaghneghem nakmikegkaaneng nangllegtalleghmikun." )
( B06___11_Romans______ESSWYIN1DA_00008 "Kiyaghneq nakmiighumakumi nangllegyulleghmikun, taawa nakmikellghitii pinitun pillghitgun." )
( B06___11_Romans______ESSWYIN1DA_00009 "Tawaten nakmikumakumiki, taawa nakmikellghitii nangllegyulleghmikun." )
( B06___11_Romans______ESSWYIN1DA_00010 "Whaten piiqunga:" )
( B06___11_Romans______ESSWYIN1DA_00011 "Israel-eghmiit naalkellghitaat ivaqaghteng, Kiyaghneghem nakmikegkaghhiiniita naalkegkaqaat." )
( B06___11_Romans______ESSWYIN1DA_00012 "Ilangi tamaakut Kiyaghneghem pineghlluugtestekaqii." )
( B06___11_Romans______ESSWYIN1DA_00013 "Katam Akuzitni Igaqegkani igaqegkaalghii, “Kiyaghneghem umyugiit liigiksaghqaananighqegkaqii." )
( B06___11_Romans______ESSWYIN1DA_00014 "Whavemun kenlanga aghneghmun iiyngit esghaghyaghqaananighqegkaqii, sigutngitlu nagaquusaghqaananighqegkaqii.” David-llu pikaaguq, “Neqenghaghqellghit negaghaaghllit, naaptellghughllit, naagtusiighllit, aghyuughisiighllit ellngitnun." )
( B06___11_Romans______ESSWYIN1DA_00015 "Iiyngit ayaallenglit esghaghnaniisqelluki, qukiitlu pakegnenglit uqigitneng seghleliillghita quunperugllak.” Enkaam aaptamsi, Israel-eghmiit naagtaqngameng, alla nekevepagningitaqaat?" )
( B06___11_Romans______ESSWYIN1DA_00016 "Yeghlegillu!" )
