( B06___13_Romans______ESSWYIN1DA_00001 "Tamaghhaghmi qaatkusaghqaaguq aangwaaghughtekanun igleghutistenun." )
( B06___13_Romans______ESSWYIN1DA_00002 "Kina alngunak igleghutistengunaanghituq wetkuqun Kiyaghneghem igleghutistengughtestekumigu." )
( B06___13_Romans______ESSWYIN1DA_00003 "Igleghutistenguut qayughllak Kiyaghneghem nekegtekaqii igleghutisqelluki." )
( B06___13_Romans______ESSWYIN1DA_00004 "Kitum alngunak qaatkenghilkumiki igleghutistet, qaatkigatii Kiyaghneghem nakmikegkii." )
( B06___13_Romans______ESSWYIN1DA_00005 "Enkaam aghyuughteslequq." )
( B06___13_Romans______ESSWYIN1DA_00006 "Pinitun pikayuget alikigatiit igleghutistet, iwernga seghletun pikayuget aliksaghqaqiit." )
( B06___13_Romans______ESSWYIN1DA_00007 "Aliksunghilkufsiki igleghutistet, pinitun pitek, enkaam usuqelleqiisi." )
( B06___13_Romans______ESSWYIN1DA_00008 "Igleghutistet Kiyaghneghem qepghaghtekii aneghneghqelleghqaghpesinun." )
( B06___13_Romans______ESSWYIN1DA_00009 "Iwernga seghletun pikufsi, aliknakesi, qayughllak Kiyaghneghem qelghumii aghyuughesqelluki seghletun pikat." )
( B06___13_Romans______ESSWYIN1DA_00010 "Kiyaghneghem qepghaghtekii, aghyuughistekiillu seghletun pilghiinun." )
( B06___13_Romans______ESSWYIN1DA_00011 "Tamaaken apalluqluku qaatkiteki igleghutistet." )
( B06___13_Romans______ESSWYIN1DA_00012 "Qaatkiteki qayughllak Kiyaghneghmun aghyuughtesunghilnguusi." )
( B06___13_Romans______ESSWYIN1DA_00013 "Iwernga taananginaq apalluunghituq." )
( B06___13_Romans______ESSWYIN1DA_00014 "Qaatkiteki qayughllak liisimakaghsi qaatkutelleq elqughutngaaq." )
( B06___13_Romans______ESSWYIN1DA_00015 "Taakuklu apalluqlukek llivikaqasi tax-esi, qayughllak igleghutistet qepghaagut Kiyaghneghmun qepghaqaten pineghmegteki." )
( B06___13_Romans______ESSWYIN1DA_00016 "Enkaangam tax-et asengesi qamaglluki llivikiteki igleghutestegpesinun." )
( B06___13_Romans______ESSWYIN1DA_00017 "Siivakitekillu quulvaghtekillu qamaglluki." )
( B06___13_Romans______ESSWYIN1DA_00018 "Asengegpenaan kina alngunak, iwerngaqun piniqelleghsi asengeknginaghteggu ilagpesinun." )
( B06___13_Romans______ESSWYIN1DA_00019 "Kitum alngunak piniqegkumiki yulgutni qaatkengngwii iinguniita Liilightuusat." )
( B06___13_Romans______ESSWYIN1DA_00020 "Igaqngaat Liilightuusani whaten, “Gelgaghniighpenang, Yugtaghpenang, Teglegpenang, Qiliiqetiqegpenang.” Qaatkelleqaten taakut qelghusat, alngunaklu qelghusat, qaatkegkuvgu una qelghusaq:" )
( B06___13_Romans______ESSWYIN1DA_00021 "“Piniqluku yulguten piniqelleghpetun elpeneng.” Kina alngunak piniqikumi yulgutmineng, seghletun pinaanghitii." )
( B06___13_Romans______ESSWYIN1DA_00022 "Piniqilleghmikun qaatkutnguuq iinguniitnun Liilightuusat." )
( B06___13_Romans______ESSWYIN1DA_00023 "Tamaakut piteki qayughllak liisimakaghsi pilleghqaq kaasimaaq." )
( B06___13_Romans______ESSWYIN1DA_00024 "Qavalghiistun ayuqusi iwernga maaten taghtughyaghqaaghtusi." )
( B06___13_Romans______ESSWYIN1DA_00025 "Yugulilleghput tughaaghtuq ugpeghyuggaallemnneng." )
( B06___13_Romans______ESSWYIN1DA_00026 "Unuk alpagyaghtughtuq, whaa aghsaghtungestaghaa." )
( B06___13_Romans______ESSWYIN1DA_00027 "Taaqeltekingam atuqneghmeng seghleghet yuget piiqegkangit mamlegmi." )
( B06___13_Romans______ESSWYIN1DA_00028 "Enkaam tugulteki pilluwaasighqat nighugmi." )
( B06___13_Romans______ESSWYIN1DA_00029 "Pinitun kiyaghtelta katam yugestun kiyaghlleghhiit nighugani aghneghem." )
( B06___13_Romans______ESSWYIN1DA_00030 "Seghletun teghigniqefqaamta, suumefqaamta, alngunak sex-kun seghleghqefqaamta, pilluwutefqaamta, aqinatefqaamta." )
( B06___13_Romans______ESSWYIN1DA_00031 "Itupill akulghaaghestun aateggu Ataneq Jesus Christ-a, sumeghtaghaatkefqiitallu atuqnaluki yugusighpesi piyukellghit." )
