( B08___03_2CorinthiansESSWYIN1DA_00001 "Whangkuta usuqesaayuggnaqlaataghestaa whangkunneng katam?" )
( B08___03_2CorinthiansESSWYIN1DA_00002 "Nalighmeng ilangistun aklukingustaa latameng aapghesqelluta elpesinun, nalighmeng elpesineng?" )
( B08___03_2CorinthiansESSWYIN1DA_00003 "Elpesi, elpesi katam whangkuta latakamsi, igaqngaasi ilumteggun tamanganun liisimakesqellusillu atightiisqellusi." )
( B08___03_2CorinthiansESSWYIN1DA_00004 "Whateghlluwaaq latanguusi Christ-ameng pit whangkunnun tuyuqii." ) 
( B08___03_2CorinthiansESSWYIN1DA_00005 "Latatkegkaanghitusi ink-akun nalighmeng lliivneqegtatgun uyghagteggun." )
( B08___03_2CorinthiansESSWYIN1DA_00006 "Latatkegkaagusi yuget ilungitgun Taghneghagkenkun unguvalghiim Kiyaghneghem." ) 
( B08___03_2CorinthiansESSWYIN1DA_00007 "Tawaten piikut qayughllak neghyullelguukut Kiyaghneghmi Christ-akun." )
( B08___03_2CorinthiansESSWYIN1DA_00008 "Whangkunneng pikninaanghitaghput qepghaghyaqleguniluku taana qepghaqaq." )
( B08___03_2CorinthiansESSWYIN1DA_00009 "Kiyaghneghem piyaqlegughtestaqiinkut qepghaqamun." )
( B08___03_2CorinthiansESSWYIN1DA_00010 "Ellngan qepghaghyaqlegughtestiinkut nutaghamun akequsamun." )
( B08___03_2CorinthiansESSWYIN1DA_00011 "Taana nutaghaq akequsaq igaqngalghiingunghituq liilightuusaq, iwernga Taghneghagneng ayuquq." )
( B08___03_2CorinthiansESSWYIN1DA_00012 "Igaqngalghiim Liilightuusam tagitaa tuqulleq, iwernga Taghnegham tuunaa unguvalleq." )
( B08___03_2CorinthiansESSWYIN1DA_00013 "Liilightuusat igaqegkaagut uyghagteggun, enkaam Kiyaghneghem nighughqellgha aliiqaaguq Liilightuusat tuunaqngata." )
( B08___03_2CorinthiansESSWYIN1DA_00014 "Moses-em gginaa kuukgutkaaguq taagken nighughqelleghmeng, qaywa gheveghngaan Israel-eghmiit esghaghpagningitkaat gginaa." )
( B08___03_2CorinthiansESSWYIN1DA_00015 "Liilightuusat tuqustiyaghqaagut qayughllak yuget qaatkenghilkangit." )
( B08___03_2CorinthiansESSWYIN1DA_00016 "Liilightuusat nighughqestighllagumakata, natenmi angkaan qepghallgha Kiyaghneghem Taghneghagkenka nighughqestiighataghaghlleqa!" )
( B08___03_2CorinthiansESSWYIN1DA_00017 "Liilightuusaq nanqigtiyaghqaakan yugmeng aghyuughyaghqaaluki nighughqengngayaghtuq;" )
( B08___03_2CorinthiansESSWYIN1DA_00018 "anaggutellghinniluteng yuget pilghiit natenmi angkaan nighughqengngalleghtulleqat!" )
( B08___03_2CorinthiansESSWYIN1DA_00019 "Tawaten pinguukut qayughllak nighugataghalghiingughtuq nighughqelleq maaten, taana nighughqengngayalghii sivunghani aviighusimaaq." )
( B08___03_2CorinthiansESSWYIN1DA_00020 "Nighughqellelguyaqan tawaten mulughraakameng, natenmi angkaan nighughqellegulleqa mulughllagyaghqameng quunperugllak!" )
( B08___03_2CorinthiansESSWYIN1DA_00021 "Taana sighimakutemnneng tetugigatngwaaghtukut." )
( B08___03_2CorinthiansESSWYIN1DA_00022 "Moses-etun ayuqenghitukut, gginani saaputiqaa enkaam Israel-eghmiit esghaamangitaat nighugllak aviighullghii." )
( B08___03_2CorinthiansESSWYIN1DA_00023 "Umyugiit liigikepagningiitkaagut, whavemun kenlanga umyugiit saapngaat taagken ataasimeng saaputameng, atightuneghmegteki neghightat akequsat." )
( B08___03_2CorinthiansESSWYIN1DA_00024 "Taana saaputaq iqisaghqaaguq Christ-anginaghhaghqun." )
( B08___03_2CorinthiansESSWYIN1DA_00025 "Talwa aghneghmi whani, atightuneghmegteki Liilightuusat Moses-mun tuunegkat, umyugiit saaputameng saapngaaqut." )
( B08___03_2CorinthiansESSWYIN1DA_00026 "Iwernga yuuk qiivneghmini Ataneghmun saaputaa iqitaquq." )
( B08___03_2CorinthiansESSWYIN1DA_00027 "Maaten Ataneq Taghneghaalghii, kina alngunak Atanghem Taghneghagkeneng pilgukumi, itemngallelguuq." )
( B08___03_2CorinthiansESSWYIN1DA_00028 "Qamagtengngwaaghluta saaputangunaki gginaput esghaghlleqaghput nighughqellgha Atanghem." )
( B08___03_2CorinthiansESSWYIN1DA_00029 "Taana ataasiq nighughqelleq tagilghii Ataneghmeng Taghneghaaguq, allangughtiinkut ellngasugnightesqelluta aangataghaghluku nighughqelleghmeng." )
