( B10___05_Ephesians___ESSWYIN1DA_00001 "Kiyaghneghem elpesi avaqutaqutanganeng piniqepigtekii, ayuqesighaghteggu." )
( B10___05_Ephesians___ESSWYIN1DA_00002 "Kiyaghtaallesi aaghqutaqesteki piniqelleghmun, katam Christ-am piniqegkanginkut, tuqumatkegkaqegkanginkutlu." )
( B10___05_Ephesians___ESSWYIN1DA_00003 "Tuqullgha tepkegtatun tunusatun ayuquq Kiyaghneghmun, aghqutnguuqlu ellnganun." )
( B10___05_Ephesians___ESSWYIN1DA_00004 "Elpesi Kiyaghneghem yukegkangisi, enkaam kitumun alngunak allaniightestengunifqaafsi, nalighmeng alngunak sex-kun seghleghqestengunifqaafsi, nalighmeng pakigniightengunifqaafsi." )
( B10___05_Ephesians___ESSWYIN1DA_00005 "Tamaakut seghleghuut enkaam Kiyaghneghem yugita piyaghqaqenghitiit." )
( B10___05_Ephesians___ESSWYIN1DA_00006 "Kayngusaghaategpenasi, temngitwhameng akuzitkegpenasi sex-meng, nalighmeng amyughaaghutkegpenasi sex-meng." )
( B10___05_Ephesians___ESSWYIN1DA_00007 "Itupill iyamsiqayugviksaghqaqaghsi Kiyaghneq." )
( B10___05_Ephesians___ESSWYIN1DA_00008 "Nalluneqnaghhiituq una:" )
( B10___05_Ephesians___ESSWYIN1DA_00009 "Kina alngunak pagisaghqiituq Ataneghpagullghani Christ-amllu Kiyaghneghemllu seghleghqelghii allaniighmeng, alngunak sex-kun seghleghqelleghmeng, nalighmeng pakigniighmeng." )
( B10___05_Ephesians___ESSWYIN1DA_00010 "(Pakigneghet manigughtenguut kiyaghnengllaqanun.)" )
( B10___05_Ephesians___ESSWYIN1DA_00011 "Yugnun puughtestegpenasi ungipaaskangisi tamaakut seghleghqellghet seghleghunghinniluki." )
( B10___05_Ephesians___ESSWYIN1DA_00012 "Iwernga tawatelnguut seghleghqellghet Kiyaghneq sakraasteghllagaqaat qaatkunneghilnguut ellminun." )
( B10___05_Ephesians___ESSWYIN1DA_00013 "Tamaaken apalluqluku ilategpenasi tawatelngughnun yugnun." )
( B10___05_Ephesians___ESSWYIN1DA_00014 "Yugestun ayuqsaghtusi kiyaghlleghhiit mamlegmi, iwernga maaten kiyaghtengnguusi nighugmi qayughllak Atanghem pikegkangisi." )
( B10___05_Ephesians___ESSWYIN1DA_00015 "Enkaam kiyaghtek yugestun nighugmelngughestun." )
( B10___05_Ephesians___ESSWYIN1DA_00016 "(Qayughllak kiyaghhneghpesini nighugmi pinightestaqiisi, elqughutngastaqiisi, ipangustaqiisi.)" )
( B10___05_Ephesians___ESSWYIN1DA_00017 "Liinnaqiteggullu sangwaa efqughnalghii Ataneghmun." )
( B10___05_Ephesians___ESSWYIN1DA_00018 "Ilatqaghtaghpenasi yugnun satngunghilngughmeng pilghiinun mamlegmi." )
( B10___05_Ephesians___ESSWYIN1DA_00019 "Itupill liigikesteki tawaten pillghit seghleghuut." )
( B10___05_Ephesians___ESSWYIN1DA_00020 "Kayngunapigtut talwa akuzitkesaghqaaluteng tamaakut piiqegkangit aksaqluku." )
( B10___05_Ephesians___ESSWYIN1DA_00021 "Iwernga qamagtengngwaaghluteng aliightekumeng nighugmun, taawa nateteghpigaatangi whateghlluwaaq aliighllequt, qayughllak sangwaa qamaglluni nighugem esghaghyaghqaaghtesleqaa." )
( B10___05_Ephesians___ESSWYIN1DA_00022 "Tamaaken apalluqluku yuget pikaagut, “Qavalghiimi, taghtughhaaten." )
( B10___05_Ephesians___ESSWYIN1DA_00023 "Unguvaa tuqulleghmeng enkaam Christ-am kukeglleqaaten.” Enkaam kelengalusi kiyaghtek." )
( B10___05_Ephesians___ESSWYIN1DA_00024 "Peghqinghunghilngughestun kiyaghtegpenasi;" )
( B10___05_Ephesians___ESSWYIN1DA_00025 "itupill peghqinghestun kiyaghtek." )
( B10___05_Ephesians___ESSWYIN1DA_00026 "Pinitun atuqiteggu tamaghhaan pilleghqaghsi qayughllak aghneghni maaten yuget seghletun piiqut." )
( B10___05_Ephesians___ESSWYIN1DA_00027 "Tamaaken apalluqluku nallufqaafsi, iwernga liigikiteggu sangwaa Atanghem pisqesullgha elpesinun." )
( B10___05_Ephesians___ESSWYIN1DA_00028 "Suumegpenasi wine-meng qayughllak naafqelleqiisi." )
( B10___05_Ephesians___ESSWYIN1DA_00029 "Iwernga imightek Taghneghagneng, aleghquutaqlusi akuzitangitneng psalms-et, ilagaatet, taghneghakunllu ilagaatneng." )
( B10___05_Ephesians___ESSWYIN1DA_00030 "Ilagaghaqitek ilagaatnengllu psalms-enengllu Ataneghmun, usuqillelighlusi ilugpesigun." )
( B10___05_Ephesians___ESSWYIN1DA_00031 "Aatghakun Atanemta Jesus Christ-am, iyamsiqayugvikumanginaghteggu Kiyaghneq Atanga saam tamaghhaan." )
( B10___05_Ephesians___ESSWYIN1DA_00032 "Malighqutaqngalusi ilagpesinun qayughllak siivakngukesi Christ-a." )
( B10___05_Ephesians___ESSWYIN1DA_00033 "Nuliighni, malighqutaqlusi ugigpesinun katam Ataneghmun pilghiistun." )
( B10___05_Ephesians___ESSWYIN1DA_00034 "Qayughllak ugi naasquqaa nulighhan katam Christ-a naasquqegkangat ugpeqat." )
( B10___05_Ephesians___ESSWYIN1DA_00035 "Christ-a Yugulighistekaat ugpeqat;" )
( B10___05_Ephesians___ESSWYIN1DA_00036 "ellngan yugusiqii." )
