( B10___02_Ephesians___ESSWYIN1DA_00001 "Sivunghani taghneghasi tuqungayaghtut qayughllak qaatkumangilkesi Kiyaghneq, seghleghqestenguyaghtusillu." )
( B10___02_Ephesians___ESSWYIN1DA_00002 "Tawatesaghtusi kiyaghtengngulusi nunam seghleghmun igleghneghanun." )
( B10___02_Ephesians___ESSWYIN1DA_00003 "Qaatkengnguyaghaghsillu igleghutistengat tughneghaat qilagamelnguut." )
( B10___02_Ephesians___ESSWYIN1DA_00004 "Ellnganguuq aangwaalleghpigaq tughneghaq igleghutilghii yugneng qaatkusigalngughneng Kiyaghneghmun." )
( B10___02_Ephesians___ESSWYIN1DA_00005 "Qamaglluta kiyaghtekaagukut tamaakustun yugestun." )
( B10___02_Ephesians___ESSWYIN1DA_00006 "Atuqegkaqaput seghleghqengngalghiit piyukellghi yugusimtallu umyugamtallu." )
( B10___02_Ephesians___ESSWYIN1DA_00007 "Enkaam qamaglluta allgeqaatemnneng seghleghqestenguluta, aghyuullengnaqnguyaghtukut Kiyaghneghem sakraallghakun." )
( B10___02_Ephesians___ESSWYIN1DA_00008 "Iwernga Kiyaghneq nangllegtaghllagtuq, piniqepigtiinkutlu." )
( B10___02_Ephesians___ESSWYIN1DA_00009 "Qaywa taghneghaput tuqungayaghngiita apalluqluki seghleghqelleput, Kiyaghneghem unguvaghtiinkut maligulluta Christ-amun." )
( B10___02_Ephesians___ESSWYIN1DA_00010 "(Yugulikaagusi Kiyaghneghem nangllekellghakun.)" )
( B10___02_Ephesians___ESSWYIN1DA_00011 "Kiyaghneghem unguvaghtiinkut maligulluta Christ Jesus-mun, whangkunnunllu aqumelgusightestaa qilagmi." )
( B10___02_Ephesians___ESSWYIN1DA_00012 "Kiyaghneq tawaten pikaaguq kinguliighaghnun liitesqelluku piniqelleghrukutaaghllani whangkunnun Christ Jesus-kun." )
( B10___02_Ephesians___ESSWYIN1DA_00013 "Kiyaghneghem nangllegtallghakun yugulikaagusi ugpeqilleghpesigun." )
( B10___02_Ephesians___ESSWYIN1DA_00014 "Yugulilleghsi elpesineng pilqenghitaghsi, Kiyaghneghem tunusaqaa elpesinun." )
( B10___02_Ephesians___ESSWYIN1DA_00015 "Yugulillghitiisi apalluqluku salleghsi, enkaam qukaayugutkesaghqaqenghitaghsi." )
( B10___02_Ephesians___ESSWYIN1DA_00016 "Kiyaghneghem ulimaaqiinkut tawatelluta." )
( B10___02_Ephesians___ESSWYIN1DA_00017 "Christ Jesus-kun ulimaaqiinkut qepghiisqelluki pinilghiit qepghaqat." )
( B10___02_Ephesians___ESSWYIN1DA_00018 "Sivunghani taakut pinilghiit qepghaqat yataaghqengngwaaqaqii whangkunnun qepghiisqelluki kiyaghtellemnni." )
( B10___02_Ephesians___ESSWYIN1DA_00019 "Neqamikluku Gentile-ngulusi allgeqaagusi." )
( B10___02_Ephesians___ESSWYIN1DA_00020 "Jews-et atighaqiisi “circumcise-ellghilnguut”, ellmeggneng atiqayuguut “circumcise-ekat”." )
( B10___02_Ephesians___ESSWYIN1DA_00021 "(Circumcise-ellghat yugusighhiiniitnituq.)" )
( B10___02_Ephesians___ESSWYIN1DA_00022 "Neqamikluku tamaani pilleghni nalluksaghaghsi Christ-a kinangutanga." )
( B10___02_Ephesians___ESSWYIN1DA_00023 "Nunataayaghtusi Israel-eghmiinun enkaam ilatellghisaghtusi Kiyaghneghem akequsaqegkaanun ellngitnun." )
